# x,y,z
2.499999999999999167e-01,1.899999999999999190e-01
2.624999999999999556e-01,1.899999999999999190e-01
2.562499999999999778e-01,1.899999999999999745e-01
2.499999999999999722e-01,2.099999999999999922e-01
2.625000000000000666e-01,2.099999999999999922e-01
2.562499999999999778e-01,2.099999999999999922e-01
2.749999999999999667e-01,1.899999999999999190e-01
2.687499999999999889e-01,1.899999999999999745e-01
2.750000000000000777e-01,2.099999999999999922e-01
2.687499999999999889e-01,2.099999999999999922e-01
2.874999999999999223e-01,1.899999999999999190e-01
2.812499999999999445e-01,1.899999999999999745e-01
2.875000000000000333e-01,2.099999999999999922e-01
2.812500000000000000e-01,2.099999999999999922e-01
2.999999999999999334e-01,1.899999999999999190e-01
2.937499999999999556e-01,1.899999999999999745e-01
3.000000000000000444e-01,2.099999999999999922e-01
2.937499999999999556e-01,2.099999999999999922e-01
3.124999999999999445e-01,1.899999999999999190e-01
3.062499999999999112e-01,1.899999999999999745e-01
3.125000000000000555e-01,2.099999999999999922e-01
3.062499999999999667e-01,2.099999999999999922e-01
3.249999999999999556e-01,1.899999999999999190e-01
3.187499999999999223e-01,1.899999999999999745e-01
3.250000000000000666e-01,2.099999999999999922e-01
3.187499999999999778e-01,2.099999999999999922e-01
3.374999999999999112e-01,1.899999999999999190e-01
3.312499999999999334e-01,1.899999999999999745e-01
3.375000000000000222e-01,2.099999999999999922e-01
3.312499999999999889e-01,2.099999999999999922e-01
3.499999999999999223e-01,1.899999999999999190e-01
3.437499999999998890e-01,1.899999999999999745e-01
3.500000000000000333e-01,2.099999999999999922e-01
3.437499999999999445e-01,2.099999999999999922e-01
3.624999999999999334e-01,1.899999999999999190e-01
3.562499999999999001e-01,1.899999999999999745e-01
3.625000000000000444e-01,2.099999999999999922e-01
3.562499999999999556e-01,2.099999999999999922e-01
3.749999999999998890e-01,1.899999999999999190e-01
3.687499999999999112e-01,1.899999999999999745e-01
3.750000000000000555e-01,2.099999999999999922e-01
3.687499999999999667e-01,2.099999999999999922e-01
3.874999999999999001e-01,1.899999999999999190e-01
3.812499999999999223e-01,1.899999999999999745e-01
3.875000000000000666e-01,2.099999999999999922e-01
3.812499999999999778e-01,2.099999999999999922e-01
3.999999999999998557e-01,1.899999999999999190e-01
3.937499999999999334e-01,1.899999999999999745e-01
3.999999999999999667e-01,2.099999999999999922e-01
3.937499999999999889e-01,2.099999999999999922e-01
4.124999999999998113e-01,1.899999999999999190e-01
4.062499999999998890e-01,1.899999999999999745e-01
4.124999999999999778e-01,2.099999999999999922e-01
4.062499999999999445e-01,2.099999999999999922e-01
4.249999999999998224e-01,1.899999999999999190e-01
4.187499999999999001e-01,1.899999999999999745e-01
4.249999999999999889e-01,2.099999999999999922e-01
4.187499999999999556e-01,2.099999999999999922e-01
4.374999999999998335e-01,1.899999999999999190e-01
4.312499999999999112e-01,1.899999999999999745e-01
4.375000000000000000e-01,2.099999999999999922e-01
4.312499999999999667e-01,2.099999999999999922e-01
4.499999999999997891e-01,1.899999999999999190e-01
4.437499999999999223e-01,1.899999999999999745e-01
4.499999999999999556e-01,2.099999999999999922e-01
4.437499999999999778e-01,2.099999999999999922e-01
4.624999999999998002e-01,1.899999999999999190e-01
4.562499999999998779e-01,1.899999999999999745e-01
4.624999999999999667e-01,2.099999999999999922e-01
4.562499999999999334e-01,2.099999999999999922e-01
4.749999999999998113e-01,1.899999999999999190e-01
4.687499999999998890e-01,1.899999999999999745e-01
4.749999999999999778e-01,2.099999999999999922e-01
4.687499999999999445e-01,2.099999999999999922e-01
4.874999999999998224e-01,1.899999999999999190e-01
4.812499999999999001e-01,1.899999999999999745e-01
4.874999999999999889e-01,2.099999999999999922e-01
4.812500000000000111e-01,2.099999999999999922e-01
4.999999999999998335e-01,1.899999999999999190e-01
4.937499999999999112e-01,1.899999999999999745e-01
4.999999999999999445e-01,2.099999999999999922e-01
4.937500000000000222e-01,2.099999999999999922e-01
5.124999999999998446e-01,1.899999999999999190e-01
5.062499999999998668e-01,1.899999999999999745e-01
5.125000000000000666e-01,2.099999999999999922e-01
5.062499999999999778e-01,2.099999999999999922e-01
5.249999999999999112e-01,1.899999999999999190e-01
5.187499999999999334e-01,1.899999999999999745e-01
5.250000000000001332e-01,2.099999999999999922e-01
5.187499999999999334e-01,2.099999999999999922e-01
5.374999999999998668e-01,1.899999999999999190e-01
5.312499999999998890e-01,1.899999999999999745e-01
5.375000000000000888e-01,2.099999999999999922e-01
5.312500000000000000e-01,2.099999999999999922e-01
5.499999999999998224e-01,1.899999999999999190e-01
5.437499999999998446e-01,1.899999999999999745e-01
5.500000000000000444e-01,2.099999999999999922e-01
5.437499999999999556e-01,2.099999999999999922e-01
5.624999999999998890e-01,1.899999999999999190e-01
5.562499999999999112e-01,1.899999999999999745e-01
5.625000000000001110e-01,2.099999999999999922e-01
5.562499999999999112e-01,2.099999999999999922e-01
5.749999999999998446e-01,1.899999999999999190e-01
5.687499999999998668e-01,1.899999999999999745e-01
5.750000000000000666e-01,2.099999999999999922e-01
5.687499999999999778e-01,2.099999999999999922e-01
5.874999999999999112e-01,1.899999999999999190e-01
5.812499999999999334e-01,1.899999999999999745e-01
5.875000000000001332e-01,2.099999999999999922e-01
5.812499999999999334e-01,2.099999999999999922e-01
5.999999999999999778e-01,1.900000000000000022e-01
5.999999999999999778e-01,2.000000000000000111e-01
5.937499999999998890e-01,1.899999999999999745e-01
5.999999999999999778e-01,1.950000000000000067e-01
5.999999999999999778e-01,2.099999999999999922e-01
5.937500000000000000e-01,2.099999999999999922e-01
5.999999999999999778e-01,2.049999999999999878e-01
